Points_0,Points_1,Points_2,displacement_0,displacement_1
0.0018,0,0,0.00147938,4.44325e-06
0.002,0,0,0.0014793,4.94089e-06
0.0022,0,0,0.00147922,5.43852e-06
0.0024,0,0,0.00147914,5.93616e-06
0.0026,0,0,0.00147906,6.4338e-06
0.0028,0,0,0.00147898,6.93143e-06
0.003,0,0,0.0014789,7.42907e-06
0.0032,0,0,0.00147882,7.92671e-06
0.0034,0,0,0.00147875,8.42434e-06
0.0036,0,0,0.00147867,8.92198e-06
0.0038,0,0,0.00147859,9.41962e-06
0.004,0,0,0.00147851,9.91725e-06
0.0042,0,0,0.00147843,1.04149e-05
0.0044,0,0,0.00147835,1.09125e-05
0.0046,0,0,0.00147827,1.14102e-05
0.0048,0,0,0.00147819,1.19078e-05
0.005,0,0,0.00147812,1.24054e-05
0.0052,0,0,0.00147788,1.29022e-05
0.0054,0,0,0.00147764,1.3399e-05
0.0056,0,0,0.0014774,1.38958e-05
0.0058,0,0,0.00147717,1.43925e-05
0.006,0,0,0.00147693,1.48893e-05
0.0062,0,0,0.00147669,1.53861e-05
0.0064,0,0,0.00147646,1.58829e-05
0.0066,0,0,0.00147622,1.63797e-05
0.0068,0,0,0.00147598,1.68764e-05
0.007,0,0,0.00147574,1.73732e-05
0.0072,0,0,0.00147551,1.787e-05
0.0074,0,0,0.00147527,1.83668e-05
0.0076,0,0,0.00147503,1.88636e-05
0.0078,0,0,0.0014748,1.93603e-05
0.008,0,0,0.00147456,1.98571e-05
0.0082,0,0,0.00147432,2.03539e-05
0.0084,0,0,0.00147409,2.08507e-05
0.0086,0,0,0.00147385,2.13474e-05
0.0088,0,0,0.00147361,2.18442e-05
0.009,0,0,0.00147337,2.2341e-05
0.0092,0,0,0.00147314,2.28378e-05
0.0094,0,0,0.0014729,2.33346e-05
0.0096,0,0,0.00147266,2.38313e-05
0.0098,0,0,0.00147243,2.43281e-05
0.01,0,0,0.00147219,2.48249e-05
0.0102,0,0,0.00147179,2.53199e-05
0.0104,0,0,0.00147139,2.58149e-05
0.0106,0,0,0.001471,2.631e-05
0.0108,0,0,0.0014706,2.6805e-05
0.011,0,0,0.0014702,2.73e-05
0.0112,0,0,0.00146981,2.7795e-05
0.0114,0,0,0.00146941,2.82901e-05
0.0116,0,0,0.00146901,2.87851e-05
0.0118,0,0,0.00146861,2.92801e-05
0.012,0,0,0.00146822,2.97751e-05
0.0122,0,0,0.00146782,3.02702e-05
0.0124,0,0,0.00146742,3.07652e-05
0.0126,0,0,0.00146703,3.12602e-05
0.0128,0,0,0.00146663,3.17552e-05
0.013,0,0,0.00146623,3.22503e-05
0.0132,0,0,0.00146583,3.27453e-05
0.0134,0,0,0.00146544,3.32403e-05
0.0136,0,0,0.00146504,3.37353e-05
0.0138,0,0,0.00146464,3.42304e-05
0.014,0,0,0.00146425,3.47254e-05
0.0142,0,0,0.00146385,3.52204e-05
0.0144,0,0,0.00146345,3.57154e-05
0.0146,0,0,0.00146305,3.62105e-05
0.0148,0,0,0.00146266,3.67055e-05
0.015,0,0,0.00146226,3.72005e-05
0.0152,0,0,0.0014617,3.76928e-05
0.0154,0,0,0.00146114,3.81851e-05
0.0156,0,0,0.00146058,3.86774e-05
0.0158,0,0,0.00146002,3.91697e-05
0.016,0,0,0.00145946,3.9662e-05
0.0162,0,0,0.0014589,4.01544e-05
0.0164,0,0,0.00145834,4.06467e-05
0.0166,0,0,0.00145778,4.1139e-05
0.0168,0,0,0.00145722,4.16313e-05
0.017,0,0,0.00145665,4.21236e-05
0.0172,0,0,0.00145609,4.26159e-05
0.0174,0,0,0.00145553,4.31082e-05
