displacement:0,displacement:1,Points:0,Points:1,Points:2
0.0110894,0.00271814,-0.1,0.395,0
0.0109465,0.0027185,-0.1,0.39,0
0.0108039,0.00271883,-0.1,0.385,0
0.0106613,0.00271914,-0.1,0.38,0
0.0105189,0.00271942,-0.1,0.375,0
0.0103766,0.00271967,-0.1,0.37,0
0.0102344,0.00271989,-0.1,0.365,0
0.0100924,0.00272009,-0.1,0.36,0
0.00995046,0.00272025,-0.1,0.355,0
0.00980867,0.00272039,-0.1,0.35,0
0.009667,0.00272049,-0.1,0.345,0
0.00952545,0.00272056,-0.1,0.34,0
0.00938404,0.00272059,-0.1,0.335,0
0.00924274,0.00272059,-0.1,0.33,0
0.00910157,0.00272056,-0.1,0.325,0
0.00896053,0.00272049,-0.1,0.32,0
0.0088196,0.00272038,-0.1,0.315,0
0.00867881,0.00272023,-0.1,0.31,0
0.00853813,0.00272003,-0.1,0.305,0
0.00839758,0.0027198,-0.1,0.3,0
0.00825716,0.00271952,-0.1,0.295,0
0.00811686,0.0027192,-0.1,0.29,0
0.00797669,0.00271883,-0.1,0.285,0
0.00783664,0.00271841,-0.1,0.28,0
0.00769672,0.00271795,-0.1,0.275,0
0.00755692,0.00271743,-0.1,0.27,0
0.00741726,0.00271686,-0.1,0.265,0
0.00727772,0.00271623,-0.1,0.26,0
0.00713831,0.00271555,-0.1,0.255,0
0.00699903,0.00271481,-0.1,0.25,0
0.00685988,0.00271401,-0.1,0.245,0
